epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,23.3988,0.75101,0.95103,1.28298,0.95072,0.00333,1,0.87872,0.67362,0.00292,0.875,0.87518,0.64218,0.88343,2.89344,2.28118,1.04267,0.000499612,0.000499612,0.000499612
16,24.7932,0.74845,0.81121,1.12489,0.96721,0.01818,1,0.87856,0.70793,0.01818,1,0.87856,0.69139,0.75285,2.0282,2.22748,0.9926,0.00052793,0.00052793,0.00052793
17,26.2138,0.62609,0.74355,1.04753,0.90573,0.01786,1,0.87836,0.68281,0.01786,1,0.87836,0.73948,0.81076,1.58166,2.20096,1.01322,0.000555456,0.000555456,0.000555456
18,27.6393,0.83756,0.87303,1.14499,1.00878,0.89379,0.875,0.87857,0.69173,0.89379,0.875,0.87518,0.73723,0.87151,1.45047,2.17045,1.04727,0.00058219,0.00058219,0.00058219
19,29.0696,0.64296,0.69568,1.06721,0.95155,0.90554,0.875,0.87849,0.69417,0.90554,0.875,0.87518,0.75365,0.90126,1.56382,2.2171,1.04602,0.000608132,0.000608132,0.000608132
20,30.5105,0.63413,0.69621,0.99123,0.9421,0.90528,0.875,0.87869,0.67261,0.90528,0.875,0.87518,0.69665,0.7787,1.84911,2.24672,0.95905,0.000633282,0.000633282,0.000633282
21,31.9244,0.66909,0.75162,0.93475,0.97031,1,0.64239,0.88089,0.72959,1,0.64239,0.87518,0.72332,0.68883,2.08003,2.1205,0.92285,0.00065764,0.00065764,0.00065764
22,33.3686,0.788,0.71616,0.99123,0.97548,1,0.65949,0.87886,0.68846,1,0.65949,0.87518,0.71645,0.71906,2.71356,2.03439,0.91432,0.000681206,0.000681206,0.000681206
23,34.7873,0.64707,0.58222,0.96329,0.93828,1,0.46471,0.87755,0.73986,1,0.46471,0.87518,0.7004,0.71075,2.82356,2.15618,0.92801,0.00070398,0.00070398,0.00070398
24,36.2157,0.63395,0.54422,0.90083,0.88625,0.00333,1,0.8756,0.67606,0.00292,0.875,0.87518,0.69224,0.87437,2.70563,2.37776,1.05975,0.000725962,0.000725962,0.000725962
25,37.6429,0.81771,0.78423,1.0416,0.989,0.00333,1,0.8781,0.7278,0.00292,0.875,0.87518,0.73273,0.85012,2.59612,2.34962,1.05003,0.000747152,0.000747152,0.000747152
26,39.0577,0.66651,0.58466,0.91199,0.98481,0.01374,1,0.87778,0.67878,0.01203,0.875,0.87518,0.74691,0.81565,2.40841,2.32093,0.98451,0.00076755,0.00076755,0.00076755
27,40.4645,0.66184,0.53192,0.98844,0.91998,0.00333,1,0.87755,0.70747,0.00292,0.875,0.87518,0.73593,0.58387,2.69136,2.28959,0.90591,0.000787156,0.000787156,0.000787156
28,41.8404,0.62267,0.57496,0.92105,0.92993,0.00333,1,0.87755,0.70747,0.00292,0.875,0.87518,0.73593,0.58387,2.69136,2.28959,0.90591,0.00080597,0.00080597,0.00080597
29,43.2514,0.70122,0.72194,0.97322,0.96873,0.00333,1,0.905,0.71649,0.00292,0.875,0.87518,0.71469,0.59425,2.871,2.29002,0.89206,0.000823992,0.000823992,0.000823992
30,44.6776,0.61004,0.60399,0.8331,0.91673,0.10142,1,0.90929,0.74073,0.08874,0.875,0.87518,0.71958,0.71227,2.75488,2.24344,0.91053,0.000841222,0.000841222,0.000841222
31,46.0817,0.63327,0.66569,0.82423,0.92911,0.10142,1,0.90929,0.74073,0.08874,0.875,0.87518,0.71958,0.71227,2.75488,2.24344,0.91053,0.00085766,0.00085766,0.00085766
32,47.5078,0.67858,0.60554,0.82187,0.93244,1,0.55829,0.91875,0.7168,1,0.55829,0.85893,0.68154,0.75839,2.9628,2.22657,0.94574,0.000873306,0.000873306,0.000873306
33,48.9291,0.64882,0.63374,0.86455,0.91495,1,0.58501,0.95475,0.70252,1,0.57854,0.85893,0.63489,0.80527,3.51719,2.21464,1.00864,0.00088816,0.00088816,0.00088816
34,50.2967,0.66629,0.54018,0.85922,0.95156,1,0.58501,0.95475,0.70252,1,0.57854,0.85893,0.63489,0.80527,3.51719,2.21464,1.00864,0.000902222,0.000902222,0.000902222
35,51.6991,0.63632,0.55261,0.81375,0.90961,1,0.88144,0.995,0.76766,1,0.86651,0.87518,0.69369,0.80482,3.63737,1.96168,0.97419,0.000915492,0.000915492,0.000915492
36,53.1008,0.60355,0.59112,0.86902,0.93176,1,0.96575,0.995,0.79032,0.95068,0.875,0.87518,0.70123,0.7295,3.70267,1.68438,0.94461,0.00092797,0.00092797,0.00092797
37,54.4763,0.64099,0.52077,0.83705,0.91843,1,0.96575,0.995,0.79032,0.95068,0.875,0.87518,0.70123,0.7295,3.70267,1.68438,0.94461,0.000939656,0.000939656,0.000939656
38,55.9125,0.58879,0.47867,0.86193,0.93083,0.9668,0.875,0.905,0.73109,0.9668,0.875,0.87518,0.71625,0.8056,3.55549,1.54345,1.035,0.00095055,0.00095055,0.00095055
39,57.624,0.62565,0.48149,0.83057,0.95875,0.9814,0.875,0.8942,0.71747,0.9814,0.875,0.87518,0.71292,0.79101,3.06473,1.52709,1.05328,0.000960652,0.000960652,0.000960652
40,59.0064,0.62528,0.64535,0.8732,0.92633,0.9814,0.875,0.8942,0.71747,0.9814,0.875,0.87518,0.71292,0.79101,3.06473,1.52709,1.05328,0.000969962,0.000969962,0.000969962
41,60.4461,0.6001,0.62105,0.79292,0.91417,1,0.98937,0.995,0.68968,0.97733,0.875,0.88111,0.72505,0.98289,2.39646,1.54983,1.09848,0.00097848,0.00097848,0.00097848
42,61.8595,0.54733,0.47153,0.76441,0.88721,1,0.99721,0.995,0.69566,0.96583,0.875,0.88058,0.69575,0.9822,2.16224,1.68325,1.07774,0.000986206,0.000986206,0.000986206
43,63.2457,0.56871,0.55222,0.72578,0.88897,1,0.99721,0.995,0.69566,0.96583,0.875,0.88058,0.69575,0.9822,2.16224,1.68325,1.07774,0.00099314,0.00099314,0.00099314
44,64.6636,0.53433,0.55618,0.78587,0.87808,1,0.4964,0.80271,0.58818,1,0.4964,0.75895,0.56893,0.84837,2.71248,1.81915,1.01495,0.000999282,0.000999282,0.000999282
45,66.0433,0.61763,0.59445,0.83782,0.96759,1,0.4964,0.80271,0.58818,1,0.4964,0.75895,0.56893,0.84837,2.71248,1.81915,1.01495,0.00100463,0.00100463,0.00100463
46,67.4781,0.51881,0.65496,0.72169,0.85567,0.66717,0.625,0.85333,0.66232,0.75162,0.625,0.76098,0.60904,0.73989,2.41232,1.8345,0.96916,0.00100919,0.00100919,0.00100919
47,68.8878,0.59808,0.65648,0.78324,0.94351,0.66717,0.625,0.85333,0.66232,0.75162,0.625,0.76098,0.60904,0.73989,2.41232,1.8345,0.96916,0.00101296,0.00101296,0.00101296
48,70.316,0.5717,0.67984,0.75456,0.9197,0.98863,0.875,0.96227,0.74064,0.98863,0.875,0.96227,0.70289,0.84683,1.68089,1.6841,1.04097,0.00101593,0.00101593,0.00101593
49,71.6925,0.63393,0.64214,0.76101,0.88435,0.98863,0.875,0.96227,0.74064,0.98863,0.875,0.96227,0.70289,0.84683,1.68089,1.6841,1.04097,0.00101811,0.00101811,0.00101811
50,73.0899,0.53759,0.52787,0.71706,0.88287,0.98278,1,0.995,0.80736,0.98278,1,0.995,0.77466,0.71892,1.63445,1.44102,0.97209,0.0010195,0.0010195,0.0010195
51,74.5107,0.54939,0.49721,0.7516,0.90361,0.98278,1,0.995,0.80736,0.98278,1,0.995,0.77466,0.71892,1.63445,1.44102,0.97209,0.00101,0.00101,0.00101
52,75.9584,0.64828,0.6185,0.77864,0.99667,0.98612,1,0.995,0.82372,0.98612,1,0.995,0.77501,0.72345,1.64401,1.20283,0.94808,0.0009902,0.0009902,0.0009902
53,77.4009,0.52678,0.54668,0.71355,0.86941,0.98612,1,0.995,0.82372,0.98612,1,0.995,0.77501,0.72345,1.64401,1.20283,0.94808,0.0009704,0.0009704,0.0009704
54,78.8375,0.57326,0.52944,0.7236,0.93775,1,0.99951,0.995,0.80098,0.98622,0.875,0.88089,0.75792,0.70543,1.96201,1.12045,0.94667,0.0009506,0.0009506,0.0009506
55,80.3182,0.5373,0.70531,0.82274,0.92886,1,0.99951,0.995,0.80098,0.98622,0.875,0.88089,0.75792,0.70543,1.96201,1.12045,0.94667,0.0009308,0.0009308,0.0009308
56,81.7473,0.58346,0.53636,0.72563,0.89751,1,0.99626,0.995,0.77834,0.98464,0.875,0.87689,0.72458,0.78845,2.58367,1.17399,1.0039,0.000911,0.000911,0.000911
57,83.1306,0.44306,0.54808,0.62568,0.83647,1,0.99626,0.995,0.77834,0.98464,0.875,0.87689,0.72458,0.78845,2.58367,1.17399,1.0039,0.0008912,0.0008912,0.0008912
58,84.5398,0.51574,0.56077,0.67383,0.90922,0.99718,1,0.995,0.7837,0.98083,0.875,0.87518,0.73069,0.76078,2.48182,1.07156,0.97849,0.0008714,0.0008714,0.0008714
59,85.9704,0.49128,0.49014,0.70034,0.89783,0.99718,1,0.995,0.7837,0.98083,0.875,0.87518,0.73069,0.76078,2.48182,1.07156,0.97849,0.0008516,0.0008516,0.0008516
60,87.3907,0.58991,0.47969,0.71008,0.92273,0.9926,1,0.995,0.77155,1,0.87418,0.87518,0.72278,0.8259,2.42877,1.10089,1.08741,0.0008318,0.0008318,0.0008318
61,88.7767,0.53958,0.48386,0.73073,0.94725,0.9926,1,0.995,0.77155,1,0.87418,0.87518,0.72278,0.8259,2.42877,1.10089,1.08741,0.000812,0.000812,0.000812
62,90.2078,0.53066,0.4801,0.64492,0.90713,0.98979,1,0.995,0.74917,1,0.86665,0.87518,0.76119,0.84696,2.40624,1.0078,1.1569,0.0007922,0.0007922,0.0007922
63,91.6029,0.47052,0.47144,0.65225,0.87516,0.98979,1,0.995,0.74917,1,0.86665,0.87518,0.76119,0.84696,2.40624,1.0078,1.1569,0.0007724,0.0007724,0.0007724
64,93.0068,0.50054,0.55262,0.67679,0.88807,0.99406,1,0.995,0.75291,0.9878,0.875,0.87518,0.77645,0.85484,2.28118,0.94954,1.17204,0.0007526,0.0007526,0.0007526
65,94.3865,0.47814,0.48659,0.63571,0.90642,0.99406,1,0.995,0.75291,0.9878,0.875,0.87518,0.77645,0.85484,2.28118,0.94954,1.17204,0.0007328,0.0007328,0.0007328
66,95.8,0.45193,0.51452,0.69459,0.91587,0.99624,1,0.995,0.77312,0.97664,0.875,0.87518,0.77308,0.69849,1.99889,0.87793,1.04272,0.000713,0.000713,0.000713
67,97.2045,0.40174,0.37101,0.55351,0.84587,0.99624,1,0.995,0.77312,0.97664,0.875,0.87518,0.77308,0.69849,1.99889,0.87793,1.04272,0.0006932,0.0006932,0.0006932
68,98.6347,0.41283,0.37111,0.59436,0.88184,0.99386,1,0.995,0.84504,0.99386,1,0.995,0.78643,0.5858,1.69099,0.8513,0.96476,0.0006734,0.0006734,0.0006734
69,100.018,0.42174,0.47044,0.61328,0.86746,0.99386,1,0.995,0.84504,0.99386,1,0.995,0.78643,0.5858,1.69099,0.8513,0.96476,0.0006536,0.0006536,0.0006536
70,101.55,0.45498,0.45849,0.59481,0.87046,0.97914,0.875,0.88543,0.82249,0.97914,0.875,0.87822,0.78445,0.64595,1.7091,0.84074,1.04504,0.0006338,0.0006338,0.0006338
71,102.923,0.51305,0.48998,0.67074,0.92085,0.97914,0.875,0.88543,0.82249,0.97914,0.875,0.87822,0.78445,0.64595,1.7091,0.84074,1.04504,0.000614,0.000614,0.000614
72,104.331,0.45637,0.42005,0.61168,0.88613,1,0.8488,0.88314,0.80449,1,0.8488,0.88314,0.80975,0.71238,1.78776,0.8018,1.17201,0.0005942,0.0005942,0.0005942
73,105.716,0.41913,0.43909,0.64083,0.88047,1,0.8488,0.88314,0.80449,1,0.8488,0.88314,0.80975,0.71238,1.78776,0.8018,1.17201,0.0005744,0.0005744,0.0005744
74,107.129,0.41586,0.42698,0.55161,0.89305,0.86607,0.875,0.86486,0.78858,0.86607,0.875,0.86486,0.75709,0.75984,1.83764,0.76544,1.23675,0.0005546,0.0005546,0.0005546
75,108.528,0.47659,0.50489,0.64227,0.87431,0.86607,0.875,0.86486,0.78858,0.86607,0.875,0.86486,0.75709,0.75984,1.83764,0.76544,1.23675,0.0005348,0.0005348,0.0005348
76,110.252,0.45758,0.42536,0.58453,0.89018,0.97831,0.875,0.88011,0.80462,0.97831,0.875,0.87947,0.79382,0.77983,1.69377,0.69852,1.26019,0.000515,0.000515,0.000515
77,111.639,0.4777,0.51234,0.64175,0.91524,0.97831,0.875,0.88011,0.80462,0.97831,0.875,0.87947,0.79382,0.77983,1.69377,0.69852,1.26019,0.0004952,0.0004952,0.0004952
78,113.055,0.39588,0.36665,0.5236,0.87858,0.99491,1,0.995,0.80209,0.96693,0.875,0.87882,0.8141,0.76276,1.61827,0.65061,1.25123,0.0004754,0.0004754,0.0004754
79,114.427,0.42534,0.45824,0.57484,0.85843,0.99491,1,0.995,0.80209,0.96693,0.875,0.87882,0.8141,0.76276,1.61827,0.65061,1.25123,0.0004556,0.0004556,0.0004556
80,115.826,0.4389,0.46099,0.59082,0.89911,0.99504,1,0.995,0.80204,0.96149,0.875,0.87861,0.76879,0.73106,1.74807,0.65173,1.20261,0.0004358,0.0004358,0.0004358
81,117.206,0.42047,0.46276,0.55592,0.87909,0.99504,1,0.995,0.80204,0.96149,0.875,0.87861,0.76879,0.73106,1.74807,0.65173,1.20261,0.000416,0.000416,0.000416
82,118.621,0.45459,0.72332,0.59109,0.89869,0.99489,1,0.995,0.80136,0.95904,0.875,0.87518,0.76903,0.7341,1.86784,0.66119,1.20287,0.0003962,0.0003962,0.0003962
83,119.991,0.41096,0.4622,0.55367,0.86062,0.99489,1,0.995,0.80136,0.95904,0.875,0.87518,0.76903,0.7341,1.86784,0.66119,1.20287,0.0003764,0.0003764,0.0003764
84,121.401,0.45941,0.43591,0.58408,0.88484,0.99479,1,0.995,0.80136,0.96233,0.875,0.87518,0.78353,0.74511,1.88659,0.62701,1.19739,0.0003566,0.0003566,0.0003566
85,122.767,0.4141,0.44742,0.54651,0.87448,0.99479,1,0.995,0.80136,0.96233,0.875,0.87518,0.78353,0.74511,1.88659,0.62701,1.19739,0.0003368,0.0003368,0.0003368
86,124.188,0.40029,0.43919,0.59121,0.87305,0.99468,1,0.995,0.83235,0.96565,0.875,0.87518,0.79122,0.67813,1.9322,0.6165,1.13238,0.000317,0.000317,0.000317
87,125.563,0.38985,0.35131,0.53761,0.88625,0.99468,1,0.995,0.83235,0.96565,0.875,0.87518,0.79122,0.67813,1.9322,0.6165,1.13238,0.0002972,0.0002972,0.0002972
88,127.003,0.4066,0.40482,0.52091,0.85256,0.99502,1,0.995,0.8023,0.97221,0.875,0.87518,0.80949,0.65363,1.90822,0.60954,1.11369,0.0002774,0.0002774,0.0002774
89,128.429,0.38463,0.37318,0.55678,0.86674,0.99502,1,0.995,0.8023,0.97221,0.875,0.87518,0.80949,0.65363,1.90822,0.60954,1.11369,0.0002576,0.0002576,0.0002576
90,129.852,0.3739,0.50301,0.5797,0.86411,0.99511,1,0.995,0.80136,0.97067,0.875,0.87518,0.79836,0.65446,1.95061,0.60907,1.12852,0.0002378,0.0002378,0.0002378
91,136.156,0.33625,0.3584,0.66383,0.82509,0.99511,1,0.995,0.80136,0.97067,0.875,0.87518,0.79836,0.65446,1.95061,0.60907,1.12852,0.000218,0.000218,0.000218
92,137.658,0.33763,0.34933,0.64699,0.78513,0.9717,0.875,0.923,0.81229,0.9717,0.875,0.87923,0.78069,0.69671,2.0119,0.61458,1.1659,0.0001982,0.0001982,0.0001982
93,139.057,0.2851,0.34053,0.61643,0.80121,0.9717,0.875,0.923,0.81229,0.9717,0.875,0.87923,0.78069,0.69671,2.0119,0.61458,1.1659,0.0001784,0.0001784,0.0001784
94,140.457,0.32982,0.30078,0.70904,0.74863,0.97589,0.875,0.91192,0.80294,0.97589,0.875,0.88027,0.78351,0.74549,2.05409,0.6226,1.20406,0.0001586,0.0001586,0.0001586
95,141.826,0.28923,0.34868,0.59711,0.74438,0.97589,0.875,0.91192,0.80294,0.97589,0.875,0.88027,0.78351,0.74549,2.05409,0.6226,1.20406,0.0001388,0.0001388,0.0001388
96,143.23,0.29858,0.33709,0.6063,0.75444,0.97995,0.875,0.91674,0.80352,0.97995,0.875,0.88075,0.78355,0.7023,1.9953,0.63382,1.15502,0.000119,0.000119,0.000119
97,144.636,0.29628,0.33119,0.62776,0.81494,0.97995,0.875,0.91674,0.80352,0.97995,0.875,0.88075,0.78355,0.7023,1.9953,0.63382,1.15502,9.92e-05,9.92e-05,9.92e-05
98,146.039,0.25353,0.29551,0.59017,0.78005,0.99651,1,0.995,0.8244,0.98046,0.875,0.91674,0.78774,0.6534,1.93141,0.61052,1.10179,7.94e-05,7.94e-05,7.94e-05
99,147.412,0.28402,0.29685,0.59082,0.7533,0.99651,1,0.995,0.8244,0.98046,0.875,0.91674,0.78774,0.6534,1.93141,0.61052,1.10179,5.96e-05,5.96e-05,5.96e-05
100,148.818,0.26234,0.29671,0.55893,0.79425,0.99637,1,0.995,0.82801,0.97954,0.875,0.91674,0.78779,0.63326,1.90547,0.59769,1.08345,3.98e-05,3.98e-05,3.98e-05
