epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
11,121.81,0.59259,2.90343,0.73828,0.94513,0.75039,0.60481,0.70333,0.53086,0.40362,0.42881,0.37004,0.29111,0.88971,3.13522,1.49344,1.24197,0.00150197,0.00150197,0.00150197
12,133.536,0.61206,2.79928,0.71342,0.94848,0.95702,0.95182,0.97413,0.82563,0.58103,0.57044,0.46648,0.38381,0.63845,2.245,0.68737,0.95804,0.00148546,0.00148546,0.00148546
13,144.65,0.59913,2.86258,0.68668,0.942,0.96027,0.95805,0.97638,0.83359,0.59426,0.59439,0.47363,0.38601,0.58775,2.54869,0.6186,0.9469,0.00146896,0.00146896,0.00146896
14,155.737,0.56545,2.88276,0.64332,0.91995,0.96063,0.96198,0.97614,0.83935,0.57621,0.56948,0.44092,0.36692,0.61136,2.38354,0.59051,0.93673,0.00145246,0.00145246,0.00145246
15,166.813,0.57763,2.93682,0.67934,0.93508,0.97696,0.95136,0.97559,0.8601,0.6275,0.61584,0.48355,0.38494,0.592,2.22012,0.67191,0.92812,0.00143595,0.00143595,0.00143595
16,177.897,0.58598,2.94351,0.66065,0.92535,0.9727,0.95724,0.97618,0.8583,0.61621,0.61071,0.47897,0.39671,0.53967,2.04417,0.56273,0.92155,0.00141945,0.00141945,0.00141945
17,188.993,0.54203,2.79093,0.59712,0.92335,0.97287,0.97987,0.99372,0.88843,0.61054,0.60784,0.48161,0.40429,0.50003,2.478,0.45451,0.89352,0.00140295,0.00140295,0.00140295
18,200.024,0.52738,2.78508,0.59322,0.92435,0.99089,0.95456,0.98846,0.86981,0.59487,0.6032,0.47194,0.38979,0.53968,2.44681,0.49922,0.89777,0.00138644,0.00138644,0.00138644
19,211.071,0.52202,2.82067,0.584,0.91739,0.93613,0.96713,0.98051,0.86621,0.60088,0.63218,0.51093,0.43266,0.5144,2.06199,0.61185,0.90452,0.00136994,0.00136994,0.00136994
20,222.093,0.50789,2.76423,0.58749,0.91257,0.9755,0.9786,0.98748,0.89475,0.59719,0.60506,0.47107,0.41292,0.47983,2.06919,0.48306,0.88228,0.00135344,0.00135344,0.00135344
21,233.083,0.54074,2.5869,0.58689,0.90951,0.98082,0.99158,0.99327,0.88524,0.60638,0.63884,0.47907,0.39824,0.47164,2.08507,0.445,0.8866,0.00133693,0.00133693,0.00133693
22,244.048,0.53843,2.70163,0.56897,0.91868,0.99145,0.98183,0.99311,0.89083,0.62214,0.62119,0.47426,0.39595,0.45586,2.16327,0.43349,0.88584,0.00132043,0.00132043,0.00132043
23,255.006,0.51822,2.59767,0.56291,0.91524,0.99381,0.97594,0.98801,0.855,0.62821,0.61478,0.49819,0.41528,0.5678,1.99081,0.49339,0.94801,0.00130393,0.00130393,0.00130393
24,266.02,0.54186,2.55705,0.55083,0.92185,0.9639,0.97056,0.99087,0.87045,0.58614,0.63064,0.50314,0.42619,0.5293,2.01855,0.49071,0.91439,0.00128742,0.00128742,0.00128742
25,276.997,0.55033,2.76917,0.55605,0.92991,0.98226,0.96605,0.99011,0.86792,0.54005,0.53145,0.43281,0.38685,0.55827,2.71554,0.51482,0.9318,0.00127092,0.00127092,0.00127092
26,288.124,0.53196,2.80937,0.59126,0.92855,0.9868,0.98631,0.9947,0.89227,0.65313,0.65807,0.51012,0.4248,0.47699,2.20109,0.44345,0.87952,0.00125442,0.00125442,0.00125442
27,299.125,0.52533,2.67312,0.54268,0.91013,0.98652,0.96814,0.98889,0.89703,0.63374,0.62025,0.49252,0.42142,0.46987,2.13809,0.45989,0.87111,0.00123791,0.00123791,0.00123791
28,310.104,0.53499,2.65784,0.56567,0.91263,0.98624,0.98892,0.9937,0.86523,0.5617,0.56712,0.44603,0.39786,0.5433,2.15095,0.47267,0.90729,0.00122141,0.00122141,0.00122141
29,321.098,0.52118,2.65306,0.55726,0.91753,0.98397,0.969,0.98731,0.88047,0.63673,0.62707,0.49068,0.40606,0.48762,2.44788,0.47337,0.8928,0.00120491,0.00120491,0.00120491
30,332.118,0.49818,2.70238,0.52518,0.90981,0.99212,0.98788,0.99399,0.89497,0.64259,0.63989,0.51126,0.43751,0.48051,2.00476,0.41762,0.87852,0.0011884,0.0011884,0.0011884
31,343.164,0.49579,2.83273,0.515,0.91038,0.99161,0.97594,0.98813,0.87909,0.64391,0.63401,0.51909,0.42275,0.48268,2.29561,0.45968,0.88529,0.0011719,0.0011719,0.0011719
32,354.265,0.48579,2.66618,0.50622,0.90391,0.98884,0.9752,0.98898,0.91003,0.62441,0.61478,0.49602,0.42777,0.44811,2.29938,0.44224,0.88259,0.0011554,0.0011554,0.0011554
33,365.323,0.45757,2.78542,0.48778,0.90231,1,0.98017,0.99399,0.91658,0.63712,0.62784,0.49134,0.42086,0.42925,1.94386,0.38394,0.87407,0.00113889,0.00113889,0.00113889
34,376.298,0.45926,2.70092,0.49705,0.89951,0.99837,0.98235,0.99241,0.92801,0.64509,0.64855,0.50878,0.43367,0.40674,1.90491,0.36474,0.85939,0.00112239,0.00112239,0.00112239
35,387.349,0.45709,2.60336,0.47825,0.89282,0.98716,0.99212,0.99459,0.91479,0.67108,0.67748,0.54065,0.44456,0.45116,1.86765,0.36541,0.87912,0.00110589,0.00110589,0.00110589
36,398.288,0.47531,2.64599,0.47313,0.90295,0.98691,0.98634,0.99432,0.9023,0.65489,0.65779,0.52047,0.43663,0.45523,2.96386,0.38696,0.87226,0.00108938,0.00108938,0.00108938
37,409.274,0.4909,2.75981,0.49102,0.9002,0.99438,0.99011,0.99481,0.92057,0.63484,0.64525,0.50982,0.43105,0.41865,2.0751,0.35853,0.87051,0.00107288,0.00107288,0.00107288
38,420.279,0.48277,2.52353,0.49793,0.91364,0.99628,0.97326,0.99445,0.92626,0.62092,0.62655,0.48687,0.42359,0.42587,1.94505,0.36392,0.86676,0.00105638,0.00105638,0.00105638
39,431.345,0.472,2.55811,0.47496,0.89846,0.98083,0.99318,0.99326,0.92734,0.64255,0.65219,0.51802,0.44372,0.42104,1.89652,0.36504,0.86704,0.00103987,0.00103987,0.00103987
40,442.379,0.47415,2.51512,0.47227,0.90859,0.98024,0.98771,0.99345,0.91631,0.65271,0.6586,0.52987,0.44099,0.44046,1.96789,0.37278,0.87759,0.00102337,0.00102337,0.00102337
41,453.403,0.463,2.58557,0.46817,0.89506,0.98159,0.97715,0.99395,0.93912,0.6471,0.66501,0.52045,0.43136,0.36932,2.03673,0.34995,0.85065,0.00100687,0.00100687,0.00100687
42,464.684,0.44409,2.4115,0.4572,0.89867,0.99932,0.99392,0.99483,0.94114,0.66941,0.66501,0.52056,0.43976,0.37382,2.0336,0.34821,0.8455,0.000990365,0.000990365,0.000990365
43,475.713,0.46011,2.56263,0.46465,0.89931,0.9963,0.99167,0.99494,0.93527,0.66595,0.68261,0.54417,0.45187,0.37878,1.91152,0.32436,0.8472,0.000973861,0.000973861,0.000973861
44,486.728,0.42437,2.6591,0.44082,0.88724,0.98846,0.99767,0.99477,0.92278,0.64731,0.65624,0.53528,0.44127,0.42455,2.04294,0.35316,0.86356,0.000957358,0.000957358,0.000957358
45,497.795,0.42653,2.65374,0.43618,0.89067,0.99283,0.99015,0.99483,0.90961,0.65271,0.66448,0.53125,0.44817,0.44995,1.85953,0.3472,0.88762,0.000940855,0.000940855,0.000940855
46,509.134,0.42971,2.54007,0.43724,0.89075,0.97737,0.99232,0.99312,0.92505,0.63334,0.64525,0.50279,0.43389,0.39776,1.90593,0.33603,0.87092,0.000924352,0.000924352,0.000924352
47,520.246,0.41486,2.50446,0.42298,0.87717,0.99176,0.98038,0.9943,0.93474,0.64748,0.65712,0.53589,0.45588,0.39955,1.87262,0.32865,0.85797,0.000907848,0.000907848,0.000907848
48,531.31,0.41265,2.46992,0.42443,0.87766,0.99411,0.98637,0.99464,0.94565,0.66793,0.66639,0.54742,0.46056,0.33913,1.81567,0.32286,0.83566,0.000891345,0.000891345,0.000891345
49,542.294,0.42209,2.6491,0.40718,0.88183,0.99988,0.99327,0.99481,0.93698,0.65971,0.65807,0.52747,0.44591,0.37392,1.99892,0.32941,0.84668,0.000874842,0.000874842,0.000874842
50,553.415,0.4291,2.4519,0.41984,0.88691,0.98653,0.99359,0.9947,0.93679,0.6617,0.67089,0.53074,0.44722,0.38249,2.03573,0.32228,0.84754,0.000858338,0.000858338,0.000858338
51,564.581,0.43069,2.70433,0.43945,0.89176,0.9899,0.99894,0.99494,0.93836,0.6525,0.66448,0.52262,0.43563,0.38125,1.99959,0.3194,0.8549,0.000841835,0.000841835,0.000841835
52,575.657,0.42001,2.43359,0.42984,0.88322,0.99533,0.99758,0.995,0.94342,0.66499,0.66973,0.53765,0.45827,0.35983,1.90951,0.30511,0.84171,0.000825332,0.000825332,0.000825332
53,586.675,0.41587,2.47112,0.42816,0.89463,0.99853,0.99464,0.995,0.94621,0.67265,0.67651,0.54442,0.46162,0.35097,1.85671,0.29086,0.83938,0.000808828,0.000808828,0.000808828
54,597.81,0.41277,2.41861,0.42268,0.89059,0.99354,0.98344,0.99411,0.9483,0.67957,0.67429,0.53969,0.4439,0.33776,1.89553,0.29597,0.83982,0.000792325,0.000792325,0.000792325
55,608.778,0.41583,2.45315,0.41987,0.88919,0.99255,0.99121,0.99488,0.94147,0.67225,0.67075,0.53358,0.44367,0.38211,1.97192,0.3012,0.85825,0.000775822,0.000775822,0.000775822
56,619.883,0.42745,2.45825,0.41505,0.8897,0.99049,0.99868,0.995,0.93678,0.66111,0.66424,0.53298,0.4398,0.3953,2.03201,0.3079,0.86976,0.000759318,0.000759318,0.000759318
57,630.858,0.40282,2.41957,0.3964,0.88204,0.97683,0.9818,0.99424,0.93702,0.64114,0.63441,0.51344,0.42219,0.38178,1.94362,0.31833,0.85057,0.000742815,0.000742815,0.000742815
58,641.866,0.39331,2.43049,0.39684,0.88414,0.98725,0.99661,0.99494,0.94013,0.67805,0.6841,0.55559,0.4296,0.3607,1.97817,0.2982,0.84016,0.000726312,0.000726312,0.000726312
59,652.8,0.40744,2.45758,0.40517,0.88701,0.98589,0.99868,0.99482,0.94074,0.66168,0.67031,0.53431,0.45744,0.37656,2.29582,0.30035,0.8419,0.000709809,0.000709809,0.000709809
60,663.798,0.37959,2.47603,0.3953,0.87025,0.9944,0.99412,0.99478,0.94314,0.67157,0.67142,0.53742,0.45491,0.35618,1.94597,0.29458,0.84369,0.000693305,0.000693305,0.000693305
61,674.864,0.39443,2.52684,0.40264,0.89417,1,0.98172,0.99489,0.94928,0.68115,0.69319,0.55313,0.45401,0.35157,1.95796,0.3016,0.8342,0.000676802,0.000676802,0.000676802
62,685.926,0.41471,2.51725,0.41507,0.89911,0.99858,0.99412,0.99489,0.95553,0.68115,0.67783,0.54112,0.45325,0.33367,1.95349,0.27741,0.8409,0.000660299,0.000660299,0.000660299
63,697.009,0.40766,2.35383,0.40055,0.8657,0.99214,0.98824,0.99482,0.94184,0.68688,0.70294,0.56046,0.45623,0.38056,1.99524,0.29535,0.85909,0.000643795,0.000643795,0.000643795
64,708.073,0.40581,2.37496,0.39047,0.88678,0.99274,0.99966,0.99494,0.95902,0.66765,0.6706,0.54699,0.47029,0.32273,2.10398,0.27781,0.83526,0.000627292,0.000627292,0.000627292
65,719.028,0.40174,2.31461,0.39165,0.88393,0.99653,0.98699,0.99482,0.94447,0.67089,0.68324,0.54904,0.45602,0.34816,2.04634,0.28555,0.83816,0.000610789,0.000610789,0.000610789
66,730.016,0.38293,2.33242,0.38248,0.87904,0.9925,0.99787,0.99494,0.96062,0.67737,0.68244,0.55776,0.44629,0.32109,2.23536,0.26908,0.83112,0.000594286,0.000594286,0.000594286
67,740.987,0.37658,2.32303,0.37577,0.87207,0.99355,0.9848,0.9947,0.95489,0.65586,0.67058,0.53086,0.41185,0.32298,2.56251,0.27557,0.83057,0.000577782,0.000577782,0.000577782
68,752.039,0.38817,2.45636,0.37371,0.88583,0.99071,0.98242,0.99054,0.951,0.65116,0.65949,0.52525,0.41554,0.33956,2.2119,0.27936,0.84335,0.000561279,0.000561279,0.000561279
69,763.072,0.38728,2.49368,0.39254,0.88093,0.98773,0.98958,0.99455,0.94462,0.67637,0.68928,0.55652,0.4521,0.33723,1.92718,0.28144,0.8353,0.000544776,0.000544776,0.000544776
70,774.022,0.36667,2.25063,0.36386,0.87208,0.98752,0.99663,0.99482,0.94907,0.68756,0.69419,0.56674,0.46344,0.33746,1.96732,0.27659,0.8422,0.000528272,0.000528272,0.000528272
71,785.019,0.3509,2.34293,0.34907,0.86571,0.99924,0.97855,0.99171,0.96065,0.66292,0.67094,0.5474,0.46931,0.30853,1.92559,0.27444,0.83407,0.000511769,0.000511769,0.000511769
72,796.167,0.36645,2.67354,0.37007,0.87215,0.98441,0.99698,0.99482,0.95812,0.65419,0.66448,0.54544,0.47769,0.30522,1.77237,0.26152,0.83133,0.000495266,0.000495266,0.000495266
73,807.162,0.37444,2.46551,0.37308,0.88007,1,0.98093,0.99476,0.95664,0.68016,0.6834,0.5593,0.47136,0.31073,1.74812,0.26238,0.82905,0.000478762,0.000478762,0.000478762
74,818.24,0.35983,2.41302,0.36055,0.86995,0.99097,0.99784,0.99488,0.9565,0.68067,0.68859,0.55819,0.46998,0.30535,1.76665,0.25023,0.82414,0.000462259,0.000462259,0.000462259
75,829.23,0.36803,2.42141,0.35493,0.87586,0.99417,0.99202,0.99483,0.94954,0.67843,0.67572,0.5504,0.45328,0.33184,1.91472,0.26986,0.83082,0.000445756,0.000445756,0.000445756
76,840.204,0.36782,2.38144,0.37875,0.8796,0.99297,0.99956,0.99488,0.95488,0.68405,0.68986,0.55076,0.46887,0.29522,2.02603,0.24997,0.82929,0.000429253,0.000429253,0.000429253
77,851.113,0.3562,2.39962,0.36166,0.86972,0.98828,0.99232,0.99476,0.9609,0.67497,0.67741,0.53445,0.44653,0.30558,2.03405,0.2534,0.82638,0.000412749,0.000412749,0.000412749
78,861.844,0.35515,2.44052,0.35798,0.86942,0.99167,0.99903,0.99487,0.95852,0.68013,0.68356,0.55378,0.45805,0.30746,1.93571,0.24663,0.83419,0.000396246,0.000396246,0.000396246
79,872.465,0.34139,2.34208,0.35406,0.87206,0.9904,0.99107,0.99487,0.95974,0.67019,0.68043,0.56314,0.46329,0.30584,2.11845,0.2659,0.82759,0.000379743,0.000379743,0.000379743
80,883.169,0.36413,2.65593,0.36102,0.87516,0.98674,0.99868,0.99482,0.96014,0.66843,0.67738,0.54616,0.45545,0.31267,1.98016,0.24812,0.83182,0.000363239,0.000363239,0.000363239
81,893.752,0.35853,2.6401,0.3695,0.87778,0.99337,0.99677,0.99494,0.95119,0.6305,0.63605,0.49108,0.38407,0.31438,2.0185,0.24987,0.83355,0.000346736,0.000346736,0.000346736
82,904.472,0.36276,2.1704,0.35813,0.87088,0.99211,0.99938,0.99494,0.9563,0.65609,0.66124,0.51544,0.41902,0.30543,1.96806,0.2534,0.83148,0.000330233,0.000330233,0.000330233
83,915.28,0.36066,2.35425,0.36304,0.87259,1,0.99135,0.99494,0.95934,0.66031,0.66638,0.52109,0.42366,0.30485,1.99151,0.24416,0.83203,0.000313729,0.000313729,0.000313729
84,925.964,0.35066,2.30388,0.34928,0.87467,0.99606,0.98702,0.99488,0.95974,0.65362,0.66475,0.51784,0.42402,0.29383,2.02813,0.24379,0.82269,0.000297226,0.000297226,0.000297226
85,936.627,0.34196,2.42849,0.34567,0.86956,0.99366,0.99814,0.99494,0.95851,0.65107,0.65354,0.50605,0.41992,0.29279,1.99278,0.23325,0.81995,0.000280723,0.000280723,0.000280723
86,947.274,0.34205,2.27169,0.35687,0.86708,0.99638,0.99904,0.995,0.96071,0.66463,0.66642,0.52253,0.42819,0.30556,1.99477,0.23636,0.82525,0.00026422,0.00026422,0.00026422
87,957.93,0.31909,2.36715,0.32834,0.85747,0.98778,1,0.99488,0.96422,0.65844,0.66712,0.52365,0.42491,0.2837,2.05119,0.23214,0.82099,0.000247716,0.000247716,0.000247716
88,968.561,0.32333,2.19149,0.32898,0.85922,0.99562,0.99684,0.995,0.95884,0.67633,0.67643,0.54516,0.43438,0.28874,2.0177,0.22419,0.82417,0.000231213,0.000231213,0.000231213
89,979.19,0.33155,2.20526,0.34409,0.87559,0.99491,0.99916,0.995,0.95907,0.66938,0.67195,0.54738,0.44124,0.29812,2.02956,0.22653,0.82414,0.00021471,0.00021471,0.00021471
90,989.833,0.33805,2.34793,0.35297,0.87847,0.99187,0.99878,0.995,0.96324,0.66835,0.67227,0.54287,0.44523,0.28786,2.01691,0.22731,0.82225,0.000198206,0.000198206,0.000198206
91,1020.46,0.27287,1.78221,0.27188,0.79937,0.99284,0.99858,0.995,0.95615,0.67459,0.67764,0.53411,0.4421,0.29642,2.02874,0.23041,0.82413,0.000181703,0.000181703,0.000181703
92,1030.89,0.25991,1.59145,0.24644,0.79593,0.99926,0.9956,0.995,0.96068,0.68172,0.68403,0.53653,0.4468,0.29319,1.99613,0.23076,0.82276,0.0001652,0.0001652,0.0001652
93,1041.27,0.26799,1.60356,0.2485,0.80648,0.99952,0.99801,0.995,0.95802,0.68305,0.68419,0.53402,0.44618,0.28791,2.01699,0.23209,0.82252,0.000148696,0.000148696,0.000148696
94,1051.71,0.26308,1.83387,0.24107,0.78832,0.99953,0.9987,0.995,0.95704,0.67096,0.67138,0.52124,0.43742,0.29425,2.03443,0.22949,0.82693,0.000132193,0.000132193,0.000132193
95,1062.1,0.26201,1.68006,0.23983,0.79737,0.99944,0.99797,0.995,0.95674,0.65759,0.65859,0.50777,0.436,0.28906,2.03959,0.22895,0.82784,0.00011569,0.00011569,0.00011569
96,1072.62,0.25618,1.58663,0.2347,0.78509,0.99923,0.99706,0.995,0.95989,0.68284,0.68423,0.53192,0.44039,0.28539,2.17623,0.22235,0.82576,9.91865e-05,9.91865e-05,9.91865e-05
97,1083.04,0.24911,1.75646,0.23492,0.7914,0.996,0.99912,0.995,0.95643,0.67669,0.67838,0.52376,0.42878,0.27885,2.23747,0.21702,0.82537,8.26832e-05,8.26832e-05,8.26832e-05
98,1093.5,0.25423,1.69273,0.23049,0.79492,0.99585,0.9991,0.995,0.95673,0.67662,0.67836,0.52496,0.42632,0.27634,2.29239,0.21502,0.82499,6.61799e-05,6.61799e-05,6.61799e-05
99,1103.93,0.25615,1.55437,0.23415,0.79131,0.99914,0.99584,0.995,0.95808,0.67011,0.67197,0.51906,0.42849,0.27685,2.31817,0.21305,0.8247,4.96766e-05,4.96766e-05,4.96766e-05
100,1114.4,0.2452,1.70479,0.2312,0.78301,0.99916,0.99663,0.995,0.9588,0.67042,0.67198,0.52005,0.43013,0.27513,2.29553,0.21325,0.82388,3.31733e-05,3.31733e-05,3.31733e-05
